reference_predicted_price,item_name,item_wear,item_is_stattrak,item_rarity,item_quality,item_float_value,item_paint_index
5809,★ Kukri Knife | Boreal Forest (Field-Tested),Field-Tested,False,6,3,0.1674099862575531,77
64938,★ Bowie Knife | Doppler (Factory New),Factory New,False,6,3,0.016687359660863876,416
6485,★ Ursus Knife | Forest DDPAT (Field-Tested),Field-Tested,False,6,3,0.24732083082199097,5
17886,★ Skeleton Knife | Ultraviolet (Battle-Scarred),Battle-Scarred,False,6,3,0.5699392557144165,98
5317,★ Navaja Knife | Ultraviolet (Field-Tested),Field-Tested,False,6,3,0.17410485446453094,98
13895,★ Skeleton Knife | Urban Masked (Field-Tested),Field-Tested,False,6,3,0.1592014878988266,143
6992,★ Paracord Knife,Factory New,False,6,3,0.0,0
15119,★ Shadow Daggers | Fade (Factory New),Factory New,False,6,3,0.026314498856663704,38
23820,★ Talon Knife | Rust Coat (Battle-Scarred),Battle-Scarred,False,6,3,0.5619736909866333,414
18888,★ Ursus Knife | Marble Fade (Factory New),Factory New,False,6,3,0.006750700529664755,413
7129,★ Classic Knife | Boreal Forest (Field-Tested),Field-Tested,False,6,3,0.2914969027042389,77
13668,★ Ursus Knife | Case Hardened (Well-Worn),Well-Worn,False,6,3,0.4383876621723175,44
5396,★ Shadow Daggers | Freehand (Field-Tested),Field-Tested,False,6,3,0.1903279721736908,581
68066,★ Karambit | Case Hardened (Well-Worn),Well-Worn,False,6,3,0.39097315073013306,44
35843,★ Bayonet | Marble Fade (Factory New),Factory New,False,6,3,0.032436344772577286,413
9580,★ StatTrak™ Survival Knife | Ultraviolet (Field-Tested),Field-Tested,True,6,3,0.2895209789276123,98
5906,★ Bowie Knife | Black Laminate (Field-Tested),Field-Tested,False,6,3,0.22703972458839417,1109
9999,★ Nomad Knife | Rust Coat (Battle-Scarred),Battle-Scarred,False,6,3,0.6426491737365723,414
58524,★ Bayonet | Doppler (Factory New),Factory New,False,6,3,0.035684917122125626,419
15574,★ Survival Knife | Fade (Factory New),Factory New,False,6,3,0.044364575296640396,38
11479,★ Bayonet | Safari Mesh (Field-Tested),Field-Tested,False,6,3,0.26234790682792664,72
6830,★ Ursus Knife | Forest DDPAT (Well-Worn),Well-Worn,False,6,3,0.383969247341156,5
8993,★ Kukri Knife | Blue Steel (Well-Worn),Well-Worn,False,6,3,0.4106402099132538,42
5527,★ Shadow Daggers | Bright Water (Battle-Scarred),Battle-Scarred,False,6,3,0.499350905418396,579
22954,★ Bayonet | Lore (Battle-Scarred),Battle-Scarred,False,6,3,0.5091151595115662,558
6277,★ Ursus Knife | Safari Mesh (Well-Worn),Well-Worn,False,6,3,0.408733606338501,72
6501,★ StatTrak™ Shadow Daggers | Rust Coat (Battle-Scarred),Battle-Scarred,True,6,3,0.6501188278198242,414
5153,★ Survival Knife | Safari Mesh (Field-Tested),Field-Tested,False,6,3,0.26036784052848816,72
25811,★ Ursus Knife | Fade (Factory New),Factory New,False,6,3,0.02910456992685795,38
7028,★ Paracord Knife | Ultraviolet (Well-Worn),Well-Worn,False,6,3,0.39283910393714905,621
6810,★ Ursus Knife | Boreal Forest (Minimal Wear),Minimal Wear,False,6,3,0.13984787464141846,77
44977,★ Butterfly Knife | Urban Masked (Field-Tested),Field-Tested,False,6,3,0.23581980168819427,143
21020,★ Flip Knife | Tiger Tooth (Factory New),Factory New,False,6,3,0.009906455874443054,409
20801,★ Nomad Knife | Case Hardened (Minimal Wear),Minimal Wear,False,6,3,0.08459839969873428,44
52310,★ StatTrak™ M9 Bayonet | Stained (Minimal Wear),Minimal Wear,True,6,3,0.14636877179145813,43
17550,★ Shadow Daggers | Fade (Factory New),Factory New,False,6,3,0.032756999135017395,38
14950,★ Skeleton Knife | Night Stripe (Well-Worn),Well-Worn,False,6,3,0.382852166891098,735
13492,★ Stiletto Knife | Scorched (Well-Worn),Well-Worn,False,6,3,0.4110420048236847,175
6552,★ Ursus Knife | Scorched (Field-Tested),Field-Tested,False,6,3,0.3540802001953125,175
150182,★ Karambit | Doppler (Factory New),Factory New,False,6,3,0.018243251368403435,421
5999,★ Gut Knife | Damascus Steel (Minimal Wear),Minimal Wear,False,6,3,0.1157241016626358,410
20584,★ Stiletto Knife,Factory New,False,6,3,0.0,0
25614,★ Talon Knife | Ultraviolet (Field-Tested),Field-Tested,False,6,3,0.2785402834415436,98
7338,★ StatTrak™ Paracord Knife | Night Stripe (Battle-Scarred),Battle-Scarred,True,6,3,0.5425485968589783,735
4837,★ Navaja Knife | Forest DDPAT (Field-Tested),Field-Tested,False,6,3,0.34026795625686646,5
6332,★ Gut Knife | Night (Minimal Wear),Minimal Wear,False,6,3,0.13790157437324524,40
6595,★ Gut Knife | Ultraviolet (Battle-Scarred),Battle-Scarred,False,6,3,0.5791415572166443,98
7964,★ Bowie Knife | Boreal Forest (Battle-Scarred),Battle-Scarred,False,6,3,0.49683627486228943,77
8279,★ Classic Knife | Urban Masked (Well-Worn),Well-Worn,False,6,3,0.43847495317459106,143
8451,★ Survival Knife | Blue Steel (Minimal Wear),Minimal Wear,False,6,3,0.10347668826580048,42
34038,★ Huntsman Knife | Doppler (Factory New),Factory New,False,6,3,0.014473327435553074,421
16627,★ Flip Knife | Stained (Factory New),Factory New,False,6,3,0.03117346204817295,43
9954,★ Nomad Knife | Urban Masked (Field-Tested),Field-Tested,False,6,3,0.15571655333042145,143
26917,★ Huntsman Knife | Fade (Factory New),Factory New,False,6,3,0.030373195186257362,38
37173,★ Skeleton Knife | Tiger Tooth (Factory New),Factory New,False,6,3,0.016709348186850548,409
36725,★ Bayonet | Marble Fade (Factory New),Factory New,False,6,3,0.0114781828597188,413
8195,★ Shadow Daggers | Freehand (Factory New),Factory New,False,6,3,0.0015157499583438039,581
7281,★ Paracord Knife | Ultraviolet (Field-Tested),Field-Tested,False,6,3,0.2893144190311432,621
18172,★ Bowie Knife | Blue Steel (Minimal Wear),Minimal Wear,False,6,3,0.12777896225452423,42
54891,★ Talon Knife | Slaughter (Minimal Wear),Minimal Wear,False,6,3,0.09413646161556244,59
6825,★ Ursus Knife | Scorched (Well-Worn),Well-Worn,False,6,3,0.38208240270614624,175
10111,★ Flip Knife | Scorched (Field-Tested),Field-Tested,False,6,3,0.36200615763664246,175
5966,★ Shadow Daggers | Stained (Well-Worn),Well-Worn,False,6,3,0.4459230601787567,43
10468,★ Flip Knife | Urban Masked (Battle-Scarred),Battle-Scarred,False,6,3,0.4648417830467224,143
8928,★ Shadow Daggers | Blue Steel (Minimal Wear),Minimal Wear,False,6,3,0.1116754561662674,42
5389,★ Survival Knife | Boreal Forest (Well-Worn),Well-Worn,False,6,3,0.38186293840408325,77
9734,★ Survival Knife | Case Hardened (Well-Worn),Well-Worn,False,6,3,0.4175368845462799,44
15088,★ Huntsman Knife | Lore (Factory New),Factory New,False,6,3,0.06864708662033081,1107
9984,★ Falchion Knife | Damascus Steel (Minimal Wear),Minimal Wear,False,6,3,0.08699135482311249,411
22348,★ Talon Knife | Night Stripe (Field-Tested),Field-Tested,False,6,3,0.3644689917564392,735
162090,★ StatTrak™ M9 Bayonet | Doppler (Factory New),Factory New,True,6,3,0.013210250996053219,419
33423,★ Flip Knife | Fade (Factory New),Factory New,False,6,3,0.033152397722005844,38
15690,★ Ursus Knife | Tiger Tooth (Factory New),Factory New,False,6,3,0.027259284630417824,409
47872,★ Talon Knife | Case Hardened (Minimal Wear),Minimal Wear,False,6,3,0.12385976314544678,44
5656,★ Survival Knife | Boreal Forest (Minimal Wear),Minimal Wear,False,6,3,0.13156794011592865,77
122194,★ M9 Bayonet | Doppler (Factory New),Factory New,False,6,3,0.02109498903155327,421
149605,★ StatTrak™ Karambit | Doppler (Factory New),Factory New,True,6,3,0.03471917659044266,418
14718,★ Stiletto Knife | Night Stripe (Minimal Wear),Minimal Wear,False,6,3,0.1477333903312683,735
4939,★ Shadow Daggers | Bright Water (Minimal Wear),Minimal Wear,False,6,3,0.11082253605127335,579
72145,★ StatTrak™ Butterfly Knife | Black Laminate (Minimal Wear),Minimal Wear,True,6,3,0.12689892947673798,1110
51133,★ Talon Knife | Crimson Web (Minimal Wear),Minimal Wear,False,6,3,0.14956310391426086,12
922918,★ StatTrak™ Karambit | Doppler (Factory New),Factory New,True,6,3,0.023525889962911606,415
5617,★ Gut Knife | Bright Water (Field-Tested),Field-Tested,False,6,3,0.20762690901756287,578
32749,★ Bowie Knife | Doppler (Factory New),Factory New,False,6,3,0.023166948929429054,421
75751,★ Shadow Daggers | Doppler (Factory New),Factory New,False,6,3,0.007337389979511499,617
5184,★ Navaja Knife | Ultraviolet (Field-Tested),Field-Tested,False,6,3,0.2641294300556183,98
44697,★ StatTrak™ Butterfly Knife | Urban Masked (Field-Tested),Field-Tested,True,6,3,0.26018625497817993,143
17297,★ Nomad Knife | Crimson Web (Field-Tested),Field-Tested,False,6,3,0.18751750886440277,12
244684,★ StatTrak™ Karambit | Gamma Doppler (Factory New),Factory New,True,6,3,0.01894923485815525,572
255748,★ Butterfly Knife | Fade (Factory New),Factory New,False,6,3,0.015954183414578438,38
30694,★ Flip Knife | Marble Fade (Factory New),Factory New,False,6,3,0.0364118330180645,413
31361,★ Flip Knife | Fade (Minimal Wear),Minimal Wear,False,6,3,0.07095888257026672,38
147866,★ Karambit | Doppler (Factory New),Factory New,False,6,3,0.02088095061480999,418
17001,★ Bayonet | Freehand (Minimal Wear),Minimal Wear,False,6,3,0.12126214057207108,580
32676,★ StatTrak™ Ursus Knife | Doppler (Minimal Wear),Minimal Wear,True,6,3,0.07882878184318542,421
43039,★ M9 Bayonet | Damascus Steel (Field-Tested),Field-Tested,False,6,3,0.22190533578395844,411
10316,★ Classic Knife | Night Stripe (Minimal Wear),Minimal Wear,False,6,3,0.11981435120105743,735
18875,★ Classic Knife | Crimson Web (Minimal Wear),Minimal Wear,False,6,3,0.11066580563783646,12
37754,★ M9 Bayonet | Bright Water (Minimal Wear),Minimal Wear,False,6,3,0.09533888101577759,579
7596,★ Ursus Knife | Night Stripe (Field-Tested),Field-Tested,False,6,3,0.35512733459472656,735
5433,★ Paracord Knife | Scorched (Field-Tested),Field-Tested,False,6,3,0.31101396679878235,175
48220,★ Karambit | Stained (Well-Worn),Well-Worn,False,6,3,0.41933396458625793,43
71207,★ Butterfly Knife | Case Hardened (Field-Tested),Field-Tested,False,6,3,0.34256064891815186,44
26289,★ Bayonet | Autotronic (Field-Tested),Field-Tested,False,6,3,0.30050018429756165,573
81884,★ Butterfly Knife | Blue Steel (Field-Tested),Field-Tested,False,6,3,0.23008573055267334,42
22023,★ Talon Knife | Boreal Forest (Minimal Wear),Minimal Wear,False,6,3,0.14470401406288147,77
12897,★ Gut Knife | Doppler (Factory New),Factory New,False,6,3,0.02457495592534542,420
225857,★ Butterfly Knife | Gamma Doppler (Factory New),Factory New,False,6,3,0.009261095896363258,572
16524,★ Classic Knife | Crimson Web (Field-Tested),Field-Tested,False,6,3,0.3547862768173218,12
16587,★ Huntsman Knife | Case Hardened (Field-Tested),Field-Tested,False,6,3,0.28002479672431946,44
19481,★ Ursus Knife | Slaughter (Factory New),Factory New,False,6,3,0.0374143123626709,59
49754,★ Talon Knife | Slaughter (Field-Tested),Field-Tested,False,6,3,0.25080519914627075,59
69482,★ Bayonet | Gamma Doppler (Factory New),Factory New,False,6,3,0.025521529838442802,570
43253,★ Flip Knife | Doppler (Factory New),Factory New,False,6,3,0.03339110687375069,419
121423,★ M9 Bayonet | Doppler (Factory New),Factory New,False,6,3,0.03222142532467842,421
5901,★ Bowie Knife | Black Laminate (Field-Tested),Field-Tested,False,6,3,0.21228575706481934,1109
47488,★ StatTrak™ Butterfly Knife | Forest DDPAT (Minimal Wear),Minimal Wear,True,6,3,0.12941622734069824,5
85892,★ M9 Bayonet,Factory New,False,6,3,0.0,0
29693,★ Bowie Knife | Doppler (Factory New),Factory New,False,6,3,0.014707169495522976,418
5558,★ Bowie Knife | Rust Coat (Battle-Scarred),Battle-Scarred,False,6,3,0.65543532371521,414
28230,★ Talon Knife | Damascus Steel (Field-Tested),Field-Tested,False,6,3,0.37501540780067444,858
22819,★ Talon Knife | Night Stripe (Well-Worn),Well-Worn,False,6,3,0.38666027784347534,735
13738,★ Gut Knife | Doppler (Factory New),Factory New,False,6,3,0.052344925701618195,418
5697,★ Navaja Knife,Factory New,False,6,3,0.0,0
9222,★ StatTrak™ Huntsman Knife | Ultraviolet (Field-Tested),Field-Tested,True,6,3,0.20702093839645386,620
16382,★ Bayonet | Freehand (Field-Tested),Field-Tested,False,6,3,0.2003553956747055,580
5471,★ Kukri Knife | Safari Mesh (Well-Worn),Well-Worn,False,6,3,0.40133631229400635,72
16069,★ Bayonet | Urban Masked (Minimal Wear),Minimal Wear,False,6,3,0.13372205197811127,143
5422,★ Kukri Knife | Safari Mesh (Field-Tested),Field-Tested,False,6,3,0.33994513750076294,72
29529,★ Skeleton Knife,Field-Tested,False,6,3,0.1527625024318695,0
5394,★ Survival Knife | Rust Coat (Battle-Scarred),Battle-Scarred,False,6,3,0.6215190887451172,414
10203,★ Paracord Knife | Case Hardened (Well-Worn),Well-Worn,False,6,3,0.4136330783367157,44
67385,★ Karambit | Black Laminate (Field-Tested),Field-Tested,False,6,3,0.2563287913799286,566
6707,★ Paracord Knife | Ultraviolet (Battle-Scarred),Battle-Scarred,False,6,3,0.591895580291748,621
27261,★ Stiletto Knife | Tiger Tooth (Factory New),Factory New,False,6,3,0.02887836843729019,409
86418,★ StatTrak™ Butterfly Knife | Autotronic (Field-Tested),Field-Tested,True,6,3,0.36651134490966797,1115
6964,★ Huntsman Knife | Black Laminate (Field-Tested),Field-Tested,False,6,3,0.2472200244665146,1112
24706,★ Flip Knife | Slaughter (Minimal Wear),Minimal Wear,False,6,3,0.11043127626180649,59
42629,★ Butterfly Knife | Safari Mesh (Minimal Wear),Minimal Wear,False,6,3,0.11608083546161652,72
94583,★ Bowie Knife | Doppler (Factory New),Factory New,False,6,3,0.034000687301158905,415
15809,★ Kukri Knife | Blue Steel (Factory New),Factory New,False,6,3,0.04599964618682861,42
127951,★ Stiletto Knife | Doppler (Factory New),Factory New,False,6,3,0.031656574457883835,416
12013,★ Huntsman Knife | Lore (Minimal Wear),Minimal Wear,False,6,3,0.07468286901712418,1107
13478,★ Bowie Knife | Crimson Web (Field-Tested),Field-Tested,False,6,3,0.2899683713912964,12
25446,★ Falchion Knife | Fade (Factory New),Factory New,False,6,3,0.024739844724535942,38
6460,★ Ursus Knife | Forest DDPAT (Field-Tested),Field-Tested,False,6,3,0.26921501755714417,5
64452,★ Skeleton Knife | Fade (Factory New),Factory New,False,6,3,0.011591289192438126,38
11125,★ StatTrak™ Kukri Knife | Crimson Web (Battle-Scarred),Battle-Scarred,True,6,3,0.47314563393592834,12
38487,★ Talon Knife | Case Hardened (Field-Tested),Field-Tested,False,6,3,0.29760056734085083,44
7745,★ Nomad Knife | Safari Mesh (Field-Tested),Field-Tested,False,6,3,0.34905123710632324,72
14982,★ Stiletto Knife | Rust Coat (Well-Worn),Well-Worn,False,6,3,0.40005776286125183,414
24458,★ Flip Knife | Slaughter (Minimal Wear),Minimal Wear,False,6,3,0.13254475593566895,59
9716,★ Survival Knife | Case Hardened (Field-Tested),Field-Tested,False,6,3,0.3690003752708435,44
33293,★ Ursus Knife | Fade (Minimal Wear),Minimal Wear,False,6,3,0.07619605958461761,38
5427,★ Survival Knife | Scorched (Battle-Scarred),Battle-Scarred,False,6,3,0.7634403109550476,175
86534,★ StatTrak™ Karambit | Blue Steel (Minimal Wear),Minimal Wear,True,6,3,0.10764697194099426,42
57172,★ Survival Knife | Doppler (Factory New),Factory New,False,6,3,0.01530234795063734,417
34575,★ Flip Knife | Fade (Factory New),Factory New,False,6,3,0.017918167635798454,38
69229,★ M9 Bayonet | Tiger Tooth (Factory New),Factory New,False,6,3,0.016576042398810387,409
22420,★ StatTrak™ Ursus Knife | Marble Fade (Factory New),Factory New,True,6,3,0.024302955716848373,413
8225,★ Ursus Knife | Damascus Steel (Field-Tested),Field-Tested,False,6,3,0.15679249167442322,857
11017,★ Gut Knife | Case Hardened (Field-Tested),Field-Tested,False,6,3,0.20955853164196014,44
10964,★ Kukri Knife | Case Hardened (Battle-Scarred),Battle-Scarred,False,6,3,0.8793057203292847,44
9716,★ Survival Knife | Case Hardened (Field-Tested),Field-Tested,False,6,3,0.36368417739868164,44
246836,★ Butterfly Knife | Doppler (Factory New),Factory New,False,6,3,0.008290780708193779,420
26219,★ Falchion Knife | Gamma Doppler (Factory New),Factory New,False,6,3,0.015311939641833305,570
110873,★ Karambit,Factory New,False,6,3,0.0,0
12916,★ Bayonet | Rust Coat (Battle-Scarred),Battle-Scarred,False,6,3,0.7620820999145508,414
40540,★ Nomad Knife | Doppler (Factory New),Factory New,False,6,3,0.028121497482061386,420
11593,★ Ursus Knife | Blue Steel (Minimal Wear),Minimal Wear,False,6,3,0.0827852189540863,42
43535,★ M9 Bayonet | Crimson Web (Well-Worn),Well-Worn,False,6,3,0.38011735677719116,12
5434,★ Navaja Knife | Stained (Minimal Wear),Minimal Wear,False,6,3,0.09906154125928879,43
12368,★ Kukri Knife,Factory New,False,6,3,0.0,0
53068,★ Butterfly Knife | Rust Coat (Battle-Scarred),Battle-Scarred,False,6,3,0.6632272601127625,414
16521,★ Huntsman Knife | Tiger Tooth (Factory New),Factory New,False,6,3,0.009171552024781704,409
90209,★ Talon Knife | Fade (Factory New),Factory New,False,6,3,0.04820816591382027,38
10221,★ StatTrak™ Bowie Knife | Autotronic (Field-Tested),Field-Tested,True,6,3,0.21753878891468048,1114
38602,★ StatTrak™ Karambit | Safari Mesh (Minimal Wear),Minimal Wear,True,6,3,0.1359759122133255,72
321132,★ Talon Knife | Doppler (Factory New),Factory New,False,6,3,0.022032348439097404,415
40528,★ Bayonet | Doppler (Factory New),Factory New,False,6,3,0.01543824840337038,420
15987,★ Stiletto Knife | Ultraviolet (Field-Tested),Field-Tested,False,6,3,0.16602051258087158,98
42568,★ Butterfly Knife | Forest DDPAT (Battle-Scarred),Battle-Scarred,False,6,3,0.5590139031410217,5
40004,★ Bayonet | Doppler (Factory New),Factory New,False,6,3,0.03396863117814064,420
7554,★ StatTrak™ Bowie Knife | Bright Water (Minimal Wear),Minimal Wear,True,6,3,0.14333489537239075,579
14382,★ Bayonet | Forest DDPAT (Minimal Wear),Minimal Wear,False,6,3,0.13383840024471283,5
75964,★ Butterfly Knife | Damascus Steel (Minimal Wear),Minimal Wear,False,6,3,0.14308345317840576,411
15791,★ Gut Knife | Gamma Doppler (Factory New),Factory New,False,6,3,0.02103058062493801,569
43802,★ M9 Bayonet | Damascus Steel (Field-Tested),Field-Tested,False,6,3,0.16786131262779236,411
10255,★ Paracord Knife | Case Hardened (Field-Tested),Field-Tested,False,6,3,0.28170040249824524,44
5333,★ Paracord Knife | Rust Coat (Battle-Scarred),Battle-Scarred,False,6,3,0.6517149209976196,414
10650,★ Gut Knife | Case Hardened (Minimal Wear),Minimal Wear,False,6,3,0.11406061798334122,44
23373,★ Ursus Knife | Fade (Factory New),Factory New,False,6,3,0.03250988572835922,38
32377,★ Falchion Knife | Doppler (Factory New),Factory New,False,6,3,0.015631601214408875,418
15208,★ Stiletto Knife | Ultraviolet (Field-Tested),Field-Tested,False,6,3,0.2521330416202545,98
8915,★ StatTrak™ Navaja Knife | Blue Steel (Minimal Wear),Minimal Wear,True,6,3,0.12027837336063385,42
49569,★ Talon Knife | Slaughter (Field-Tested),Field-Tested,False,6,3,0.1555563509464264,59
37807,★ Bayonet | Marble Fade (Factory New),Factory New,False,6,3,0.008586369454860687,413
101650,★ Butterfly Knife | Autotronic (Field-Tested),Field-Tested,False,6,3,0.1677200198173523,1115
42337,★ Bayonet | Doppler (Factory New),Factory New,False,6,3,0.018848035484552383,418
43101,★ Butterfly Knife | Boreal Forest (Battle-Scarred),Battle-Scarred,False,6,3,0.6051185131072998,77
8971,★ Ursus Knife | Damascus Steel (Minimal Wear),Minimal Wear,False,6,3,0.09405931830406189,857
18678,★ Bayonet | Black Laminate (Minimal Wear),Minimal Wear,False,6,3,0.11592519283294678,563
24901,★ Talon Knife | Ultraviolet (Field-Tested),Field-Tested,False,6,3,0.357181578874588,98
11414,★ Gut Knife | Case Hardened (Well-Worn),Well-Worn,False,6,3,0.43296000361442566,44
6454,★ Navaja Knife | Crimson Web (Field-Tested),Field-Tested,False,6,3,0.19436796009540558,12
15526,★ Gut Knife | Doppler (Factory New),Factory New,False,6,3,0.007423643954098225,419
14103,★ StatTrak™ Skeleton Knife | Boreal Forest (Well-Worn),Well-Worn,True,6,3,0.403819739818573,77
623087,★ Karambit | Doppler (Factory New),Factory New,False,6,3,0.007888492196798325,416
10428,★ Falchion Knife | Lore (Field-Tested),Field-Tested,False,6,3,0.19372789561748505,1106
10110,★ Bowie Knife,Battle-Scarred,False,6,3,0.7254301309585571,0
54082,★ StatTrak™ Butterfly Knife | Bright Water (Field-Tested),Field-Tested,True,6,3,0.207038015127182,579
31369,★ StatTrak™ Talon Knife | Damascus Steel (Field-Tested),Field-Tested,True,6,3,0.19542112946510315,858
30992,★ Flip Knife | Doppler (Factory New),Factory New,False,6,3,0.03021094761788845,418
124370,★ StatTrak™ Butterfly Knife | Tiger Tooth (Factory New),Factory New,True,6,3,0.03783400356769562,409
6535,★ Ursus Knife | Scorched (Field-Tested),Field-Tested,False,6,3,0.30937880277633667,175
110126,★ StatTrak™ Talon Knife | Doppler (Factory New),Factory New,True,6,3,0.010317487642168999,853
45279,★ Bayonet | Doppler (Factory New),Factory New,False,6,3,0.06773529201745987,421
9596,★ Nomad Knife | Night Stripe (Field-Tested),Field-Tested,False,6,3,0.1936594694852829,735
31425,★ Skeleton Knife | Crimson Web (Field-Tested),Field-Tested,False,6,3,0.2736872434616089,12
8274,★ Classic Knife | Urban Masked (Well-Worn),Well-Worn,False,6,3,0.41227594017982483,143
997124,★ M9 Bayonet | Doppler (Factory New),Factory New,False,6,3,0.035638999193906784,415
40313,★ StatTrak™ Skeleton Knife | Case Hardened (Field-Tested),Field-Tested,True,6,3,0.36022448539733887,44
8950,★ Bowie Knife | Lore (Field-Tested),Field-Tested,False,6,3,0.338191419839859,1104
16181,★ Bayonet | Urban Masked (Minimal Wear),Minimal Wear,False,6,3,0.12200300395488739,143
6290,★ Ursus Knife | Rust Coat (Battle-Scarred),Battle-Scarred,False,6,3,0.5996627807617188,414
12722,★ Classic Knife | Case Hardened (Field-Tested),Field-Tested,False,6,3,0.1782805472612381,44
68546,★ M9 Bayonet | Tiger Tooth (Factory New),Factory New,False,6,3,0.04309826344251633,409
56330,★ Butterfly Knife | Ultraviolet (Field-Tested),Field-Tested,False,6,3,0.3626222014427185,98
87982,★ Karambit | Autotronic (Field-Tested),Field-Tested,False,6,3,0.3776044547557831,576
24131,★ Flip Knife | Slaughter (Minimal Wear),Minimal Wear,False,6,3,0.09916507452726364,59
230101,★ StatTrak™ Butterfly Knife | Gamma Doppler (Factory New),Factory New,True,6,3,0.0038640876300632954,572
7310,★ Navaja Knife | Tiger Tooth (Factory New),Factory New,False,6,3,0.02250484563410282,409
52352,★ StatTrak™ Bayonet | Doppler (Factory New),Factory New,True,6,3,0.013205766677856445,421
55961,★ StatTrak™ Karambit | Lore (Field-Tested),Field-Tested,True,6,3,0.31006595492362976,561
101667,★ StatTrak™ M9 Bayonet | Doppler (Factory New),Factory New,True,6,3,0.029918355867266655,420
8821,★ Falchion Knife | Damascus Steel (Field-Tested),Field-Tested,False,6,3,0.19737081229686737,411
10335,★ Ursus Knife,Factory New,False,6,3,0.0,0
4775,★ Shadow Daggers | Bright Water (Field-Tested),Field-Tested,False,6,3,0.3739684224128723,579
19498,★ Classic Knife,Minimal Wear,False,6,3,0.11943306028842926,0
12828,★ Skeleton Knife | Urban Masked (Field-Tested),Field-Tested,False,6,3,0.3654857873916626,143
51203,★ Stiletto Knife | Doppler (Factory New),Factory New,False,6,3,0.034016359597444534,421
20581,★ Flip Knife | Lore (Minimal Wear),Minimal Wear,False,6,3,0.07820627093315125,559
19778,★ Falchion Knife | Crimson Web (Minimal Wear),Minimal Wear,False,6,3,0.14597554504871368,12
83687,★ Butterfly Knife | Autotronic (Well-Worn),Well-Worn,False,6,3,0.39851728081703186,1115
10335,★ Ursus Knife,Field-Tested,False,6,3,0.15828755497932434,0
35608,★ StatTrak™ M9 Bayonet | Rust Coat (Battle-Scarred),Battle-Scarred,True,6,3,0.5085967183113098,414
44734,★ Butterfly Knife | Scorched (Field-Tested),Field-Tested,False,6,3,0.2289874106645584,175
42936,★ Butterfly Knife | Forest DDPAT (Field-Tested),Field-Tested,False,6,3,0.23007559776306152,5
7896,★ Shadow Daggers | Ultraviolet (Battle-Scarred),Battle-Scarred,False,6,3,0.7998631000518799,98
70998,★ Butterfly Knife | Case Hardened (Field-Tested),Field-Tested,False,6,3,0.2220146209001541,44
36074,★ Flip Knife | Fade (Factory New),Factory New,False,6,3,0.03682616353034973,38
12318,★ Navaja Knife | Doppler (Factory New),Factory New,False,6,3,0.022794213145971298,420
24258,★ Falchion Knife | Gamma Doppler (Factory New),Factory New,False,6,3,0.007742014247924089,572
67762,★ Skeleton Knife | Doppler (Factory New),Factory New,False,6,3,0.008990185335278511,420
5761,★ Kukri Knife | Urban Masked (Field-Tested),Field-Tested,False,6,3,0.3254580795764923,143
5815,★ Kukri Knife | Urban Masked (Field-Tested),Field-Tested,False,6,3,0.2950664758682251,143
9651,★ StatTrak™ Paracord Knife | Damascus Steel (Minimal Wear),Minimal Wear,True,6,3,0.08023890107870102,410
14618,★ Survival Knife | Marble Fade (Factory New),Factory New,False,6,3,0.011628498323261738,413
11978,★ Nomad Knife | Stained (Well-Worn),Well-Worn,False,6,3,0.3929171860218048,43
24828,★ Bayonet | Lore (Field-Tested),Field-Tested,False,6,3,0.23437340557575226,558
16291,★ StatTrak™ Kukri Knife | Crimson Web (Battle-Scarred),Battle-Scarred,True,6,3,0.7998335361480713,12
13505,★ Ursus Knife | Case Hardened (Well-Worn),Well-Worn,False,6,3,0.4340662658214569,44
5778,★ Kukri Knife | Scorched (Field-Tested),Field-Tested,False,6,3,0.3370281159877777,175
5778,★ Kukri Knife | Scorched (Field-Tested),Field-Tested,False,6,3,0.339811235666275,175
55776,★ M9 Bayonet | Blue Steel (Minimal Wear),Minimal Wear,False,6,3,0.08644092082977295,42
96017,★ Talon Knife | Fade (Factory New),Factory New,False,6,3,0.008406930603086948,38
5649,★ Kukri Knife | Forest DDPAT (Field-Tested),Field-Tested,False,6,3,0.33164486289024353,5
5647,★ Kukri Knife | Forest DDPAT (Field-Tested),Field-Tested,False,6,3,0.3496015965938568,5
5440,★ Kukri Knife | Forest DDPAT (Battle-Scarred),Battle-Scarred,False,6,3,0.7476900219917297,5
5453,★ Kukri Knife | Forest DDPAT (Battle-Scarred),Battle-Scarred,False,6,3,0.45297375321388245,5
14009,★ Gut Knife | Doppler (Factory New),Factory New,False,6,3,0.006465824320912361,418
4919,★ Shadow Daggers | Black Laminate (Well-Worn),Well-Worn,False,6,3,0.41634321212768555,1113
5351,★ Kukri Knife | Boreal Forest (Battle-Scarred),Battle-Scarred,False,6,3,0.5884481072425842,77
5331,★ Kukri Knife | Boreal Forest (Battle-Scarred),Battle-Scarred,False,6,3,0.6011951565742493,77
88853,★ Karambit | Slaughter (Minimal Wear),Minimal Wear,False,6,3,0.09300854057073593,59
6990,★ Survival Knife | Ultraviolet (Field-Tested),Field-Tested,False,6,3,0.19228756427764893,98
19905,★ StatTrak™ Navaja Knife | Doppler (Factory New),Factory New,True,6,3,0.025275425985455513,419
12405,★ StatTrak™ Stiletto Knife | Safari Mesh (Field-Tested),Field-Tested,True,6,3,0.3729982376098633,72
